#N/A,Title,"Recommended
Title ",English,Title,Arabic,Title,Komeyl,Bijan
"برای ساخت حساب لایو ، پس از ورود به اپلیکیشن در صفحه ی HOME روی گزینه ی Accounts Review کلیک کنید.
در صفحه ی باز شده در قسمت بالا سمت راست گزینه ی Creat Account را انتخاب بفرمایید.
در این قسمت می توانید ابتدا حساب لایو و بعد نوع پلت فرم مدنظر خود را انتخاب و سپس نوع حساب را انتخاب کنید. ( انواع حساب ها در زیر گزینه ها نوشته شده است ) پس از انتخاب نوع حساب روی گزینه ی Confirm بزنید و حساب مدنظر خود را انتخاب کنید.
در مرحله ی بعد تنظیمات حساب را بر اساس میزان لوریج دلخواه خود ست می کنید و سپس روی گزینه ی Confirm بزنید.
در این مرحله اطلاعات حساب با تنظیمات دلخواه شما برای شما نمایش داده می شود ، در صورت اطمینان از تنظیمات مجدد Confirm می کنید و حساب دلخواه شما ساخته می شود.",اپ-ساخت-لایو,اپلیکیشن,"To create a live account, after logging into the app, go to the HOME page and tap Accounts Review.
On the next page, click Create Account at the top right.
First, select Live Account, then choose your desired platform and account type (all account types are listed under the options). After selecting the account type, tap Confirm.
Next, set up your account according to your preferred leverage, and tap Confirm again.
Your account information with your chosen settings will be displayed. If everything is correct, tap Confirm once more, and your live account will be created.",App - Create Live,"لإنشاء حساب حقیقي، بعد تسجيل الدخول إلى التطبيق، انتقل إلى الصفحة الرئيسية  (HOME) واضغط على Accounts Review.
في الصفحة التالية، اضغط على Create Account في أعلى اليمين.
أولاً، اختر Live Account، ثم حدد منصة التداول ونوع الحساب الذي ترغب به (جميع أنواع الحسابات مذكورة أسفل الخيارات). بعد اختيار نوع الحساب، اضغط على Confirm.
بعد ذلك، قم بضبط حسابك وفقًا للرافعة المالية المفضلة لديك، واضغط على Confirm مرة أخرى.
ستظهر معلومات الحساب مع الإعدادات التي اخترتها. إذا كانت كل المعلومات صحيحة، اضغط على Confirm لآخر مرة، وسيتم إنشاء حسابك الحقیقي.",التطبيق-إنشاء حساب حقيقي,Finalized,Done
"برای برداشت از طریق تاپ چنج  لطفا وارد اپلیکیشن اپوفایننس شوید ، در منوی موجود در پایین صفحه ، گزینه ی Funds و سپس گزینه ی Withdraw  را انتخاب کنید . در این قسمت روی E Wallet کلیک کرده و در منوی باز شده Top Change را انتخاب بفرمایید.
در صفحه ی باز شده لازم است تا آدرس ولت تاپ چنجی که به نام شماست و Public است را از طریق گزینه ی +Add 
ثبت بفرمایید . در مرحله ی بعد میزان برداشت خود را وارد و Confirm کنید .
پس از ثبت برداشت در قسمت تراکنش ها برداشت شما در حالت پندینگ جهت بررسی قرار می گیرد ، پس از تایید ایمیل برای شما ارسال خواهد شد.
در مرحله ی بعد میزان برداشت خود را وارد و Confirm کنید .
پس از ثبت برداشت در قسمت تراکنش ها برداشت شما در حالت پندینگ جهت بررسی قرار می گیرد ، پس از تایید ایمیل برای شما ارسال خواهد شد.","اپ-برداشت-تاپچنج



",اپلیکیشن,"To withdraw via Top Change, please open the OpoFinance app. At the bottom menu, select Funds, then Withdraw.
Click on E Wallet and choose Top Change from the menu.
In the next page, you need to register your Top Change wallet address (Public wallet in your name) using the +Add option.
Next, enter the withdrawal amount and tap Confirm.
Once the withdrawal is submitted, it will appear as Pending in the Transactions section for review. After approval, a confirmation email will be sent to you.",App - Withdrawal - TopChange,"للسحب عبر Top Change، يرجى فتح تطبيق  أوبو (opo). في القائمة السفلية، اختر Funds ثم Withdraw.
اضغط على E Wallet واختر Top Change من القائمة.
في الصفحة التالية، يجب تسجيل عنوان محفظة Top Change الخاص بك (محفظة عامة باسمك) باستخدام خيار +Add.
بعد ذلك، أدخل مبلغ السحب واضغط على Confirm.
بعد تقديم طلب السحب، سيظهر في قسم Transactions بحالة «قید الإنتظار» (Pending) للمراجعة. بعد الموافقة، سيتم إرسال بريد إلكتروني لتأكيد العملية.",التطبيق-السحب-Top Change,Finalized,Done
"در صفحه ی جدید متد برداشت خود را  Crypto Currency  انتخاب کنید در مرحله ی بعد ارز مدنظر خود را از لیست انتخب بفرمایید و سپس آدرس ارز را که از مقصد برداشت خود دریافت کرده اید را وارد کنید. 
اگر ارز انتخابی شما دارای تگ و یا ممو است از مقصد دریافت کرده و در قسمت Destination tag ثبت بفرمایید.
لطفا در نظر داشته باشید حداقل برداشت در این روش ۱۰ دلار است .
پس از ثبت برداشت در قسمت تراکنش ها برداشت شما در حالت پندینگ جهت بررسی قرار می گیرد ، پس از تایید ایمیل برای شما ارسال خواهد شد.",اپ-برداشت-کریپتو,اپلیکیشن,"On the new page, select Crypto Currency as your withdrawal method.
Next, choose your desired cryptocurrency from the list and enter the wallet address provided by your withdrawal destination.
If your chosen currency requires a Tag or Memo, enter it in the Destination Tag field as provided by the destination.
Please note that the minimum withdrawal amount via this method is $10.
After submitting the withdrawal, it will appear as Pending in the Transactions section for review. Once approved, a confirmation email will be sent to you.",App - Withdrawal - Crypto,"في الصفحة الجديدة، اختر العملة الرقمیة (Crypto Currency) كطريقة للسحب.
بعد ذلك، اختر العملة الرقمية المطلوبة من القائمة وأدخل عنوان المحفظة المستلمة.
إذا كان للعملة المختارة  Tag أو Memo، أدخله الـMemo أو الـTag في حقل الـDestination Tag كما هو موضح من الوجهة.
يرجى ملاحظة أن الحد الأدنى للسحب بهذه الطريقة هو 10 دولارات.
بعد تقديم طلب السحب، سيظهر في قسم Transactions بحالة «قید الإنتظار» (Pending) للمراجعة. بعد الموافقة، سيتم إرسال بريد إلكتروني.",التطبيق-السحب- العملة الرقمية (crypto),Finalized,Done
"برای برداشت از طریق تتر(USDT-TRC20)  لطفا وارد اپلیکیشن اپوفایننس شوید ، در منوی موجود در پایین صفحه ، گزینه ی Funds و سپس گزینه ی Withdraw  را انتخاب کنید . در صفحه ی جدید متد برداشت خود را USDT-TRC20 انتخاب کرده و در صفحه ی بعد آدرس ولت مقصد واریزی خود را وارد بفرمایید .
برای برداشت تتر نیاز به وارد کردن Destination tag نیست.
لطفا در نظر داشته باشید حداقل برداشت از این روش ۱۵ دلار است.
پس از ثبت برداشت در قسمت تراکنش ها برداشت شما در حالت پندینگ جهت بررسی قرار می گیرد ، پس از تایید ایمیل برای شما ارسال خواهد شد.",اپ-برداشت-تتر,اپلیکیشن,"To withdraw via USDT-TRC20, please open the OpoFinance app.
From the menu at the bottom, select Funds and then Withdraw.
On the new page, choose USDT-TRC20 as your withdrawal method. In the next step, enter your destination wallet address.

Note that for USDT withdrawals, there is no need to enter a Destination Tag.
The minimum withdrawal amount using this method is $15.
After submitting your withdrawal, it will appear as Pending in the Transactions section for review. Once approved, a confirmation email will be sent to you.",App - Withdrawal - Tether,"
لسحب الأموال عبر USDT-TRC20، يرجى فتح تطبيق أوبو opo.
من القائمة في أسفل الصفحة، اختر Funds ثم Withdraw.
في الصفحة الجديدة، اختر USDT-TRC20 كطريقة للسحب، ثم أدخل عنوان المحفظة المستلمة.
يرجى ملاحظة أنه لسحب USDT لا حاجة لإدخال Destination Tag.
الحد الأدنى للسحب بهذه الطريقة هو 15 دولارًا.
بعد تقديم طلب السحب، سيظهر في قسم Transactions بحالة Pending للمراجعة، وبعد الموافقة سيتم إرسال بريد إلكتروني لتأكيد العملية.",التطبيق-السحب-تثر,Finalized,Done
"برای واریز از طریق ارز دیجیتال لطفا وارد اپلیکیشن شوید .
در منوی موجود در پایین صفحه ، گزینه ی Funds را انتخاب کنید .  در صفحه ی  Select Method ، روی گزینه ی Cryptocurrency کلیک کرده و  در صفحه ی بعد ارز مدنظر خود را از لیست چک و انتخاب کنید.
پس از انتخاب ارز مدنظر ، باید میزان واریزی خود را در این قسمت وارد کنید و روی گزینه ی Confirm بزنید.
در این مرحله اطلاعات واریز برای شما نمایش داده خواهد شد که نیازمند تایید شماست : Slide  to Confirm
پس از تایید برای شما آدرس ولت نمایش داده خواهد شد و می توانید از مبدا واریزی خود جهت انتقال ، اقدام بفرمایید .",اپلیکیشن-واریزکریپتو,اپلیکیشن,"To deposit via Cryptocurrency, please open the OpoFinance app.
From the menu at the bottom, select Funds. On the Select Method page, tap Cryptocurrency and then choose your desired currency from the list.

After selecting your currency, enter the deposit amount and tap Confirm.
The deposit information will then be displayed for your confirmation: Slide to Confirm.
Once confirmed, the wallet address will be shown, and you can proceed to transfer funds from your source wallet.",App - Deposit - Crypto,"
لإيداع الأموال عبر العملات الرقمية، يرجى فتح تطبيق أوبو opo.
من القائمة في أسفل الصفحة، اختر Funds. في صفحة Select Method، اضغط على Cryptocurrency ثم اختر العملة المطلوبة من القائمة.
بعد اختيار العملة، أدخل مبلغ الإيداع واضغط Confirm.
ستظهر لك معلومات الإيداع اسحب للتأكيد: Slide to Confirm.
بعد التأكيد، سيتم عرض عنوان المحفظة، ويمكنك بعد ذلك إجراء التحويل من محفظتك المرسلة.",التطبيق-الإيداع- العملات الرقمية,Finalized,Done
"برای واریز از طریق USDT-TRC20 لطفا وارد اپلیکیشن شوید .
در منوی موجود در پایین صفحه ، گزینه ی Funds را انتخاب کنید . در صفحه ی  Select Method ، گزینه ی USDT-TRC20 را انتخاب می کنید و در این قسمت آدرس برای شما نمایش داده خواهد شد و می توانید مبلغ مد نظر خود را پس از دریافت آدرس ، از مبدا واریزی خود انتقال دهید.",اپلیکیشن-واریزتتر,اپلیکیشن,"To deposit via USDT-TRC20, please open the OpoFinance app.
From the menu at the bottom, select Funds. On the Select Method page, choose USDT-TRC20.
Your wallet address will be displayed, and you can transfer your desired amount from your source wallet after receiving the address.",App - Deposit - Tether,"لإيداع الأموال عبر USDT-TRC20، يرجى فتح تطبيق أوبو opo.
من القائمة في أسفل الصفحة، اختر Funds. في صفحة Select Method، اختر USDT-TRC20.
سيتم عرض عنوان المحفظة الخاص بك، ويمكنك بعد ذلك تحويل المبلغ المطلوب من محفظتك المرسلة بعد الحصول على العنوان.",التطبيق-الإيداع- تثر,Finalized,Done
"اپوترید محصول انحصاری اپوفایننس است که با همکاری تریدینگ ویو بر روی سرورهای متاتریدرر ۵ ایجاد شده است. در این پلتفرم نمودارهای موجود در تریدینگ ویو جهت تحلیل لحظه ای داده ها همراه با ابزارهای پیشرفته تحلیل بازار در دسترس قرار دارد که باعث افزایش سرعت اجرای معاملات می شود. درواقع شما بدون پرداخت هزینه، می توانید از چارت های تریدینگ ویو با امکاناتی فراتر از نسخه رایگان تریدینگ ویو، استفاده کنید.
امکاناتی مانند باز کردن چندین نمودار به صورت همزمان، استفاده از ۷۰ اندیکاتور کاربردی، استفاده از صفحات شخصی سازی شده ی خود و همچنین دسترسی به تمام نمادهای معاملاتی از دیگر ویژگی های متمایز موجود در اپوترید است.
",اپوترید-مزایا ,اپوترید,"OpoTrade is an exclusive product of OpoFinance, developed in collaboration with TradingView on MetaTrader 5 servers.
In this platform, TradingView charts are available for real-time data analysis, along with advanced market analysis tools, which help increase trade execution speed. Essentially, you can use TradingView charts with features beyond the free version of TradingView without any additional cost.

Key features include opening multiple charts simultaneously, using 70 practical indicators, utilizing your personalized workspaces, and accessing all trading symbols—these are some of the distinguishing benefits of OpoTrade.",Opotrade - Advantages,"منصة أوبو تريد (OpoTrade) هي منصة حصرية من أوبو، تم تطويرها بالتعاون مع TradingView على خوادم MetaTrader 5.
في هذه المنصة، تتوفر مخططات (التشارت) TradingView لتحليل البيانات في الوقت الفعلي، إلى جانب أدوات تحليل متقدمة للأسواق، مما يساعد على زيادة سرعة تنفيذ الصفقات. يمكنك استخدام مخططات البيانية أي  تشارت الخاصة بTradingView مع ميزات تتجاوز النسخة المجانية من TradingView دون أي تكلفة إضافية.
تشمل الميزات الرئيسية إمكانية فتح عدة مخططات في وقت واحد، استخدام 70 مؤشر عملي، الاستفادة من صفحات العمل المخصصة الخاصة بك، والوصول إلى جميع الرموز التداولية—كلها ميزاتٍ تميز منصة أوبوتريد OpoTrade.",أوبوترید -ميزات,Finalized,Done
ممنون میشم یک اسکرین شات از این مورد ارسال بفرمایید تا بهتر بتوانم شما را راهنمایی کنم.,اسکرین شات,جنرال,"Please send a screenshot of this issue so I can guide you more accurately.""",Screenshot,يرجى إرسال لقطة من الشاشة لهذه المسألة حتى أتمكن من إرشادك بشكل أفضل.,عام,Finalized,Done
"لوریج در حساب های پراپ لایو بروکر اپوفایننس به شرح زیر است :
Forex pairs and commodities: 1:30
Metals and indices: 1:20
Crypto: 1:1
Stocks: 1:10

لوریج در حساب های فاند به صورت زیر است :
Forex pairs and metals: 1:50
Commodities: 1:50
Indices: 1:30
Crypto: 1:1
Stocks: 1:20",پراپ-لوریج,پراپ,"glish:
Leverage in live prop accounts at OpoFinance broker is as follows:
Forex pairs and commodities: 1:30
Metals and indices: 1:20
Crypto: 1:1
Stocks: 1:10

Leverage in funded accounts is as follows:
Forex pairs and metals: 1:50
Commodities: 1:50
Indices: 1:30
Crypto: 1:1
Stocks: 1:20",Prop - Leverage,"
""الرافعة المالية الخاصة في حسابات التحدي المباشر للتداول بالتمويل لدى الوسیط opo كما يلي:
أزواج الفوركس والسلع: 1:30
المعادن والمؤشرات: 1:20
العملات الرقمية: 1:1
الأسهم: 1:10

الرافعة المالية في الحسابات الممولة كما يلي:
أزواج الفوركس والمعادن: 1:50
السلع: 1:50
المؤشرات: 1:30
العملات الرقمية: 1:1
الأسهم: 1:20""",حساب التداول بالتمويل- الرافعة المالية,Finalized,Done
در چالش لایو معامله گر با سرمایه خود در چالش شرکت کرده و در پایان سرمایه خود را با سود یا زیان کسب شده برداشت خواهدکرد. از این رو برای چالش هزینه ی جداگانه ای دریافت نمی شود. این چالش تک مرحله است. حساب های لایو به این صورت است به طور مثال شما برای گرفتن فاند 10هزار دلاری میبایست 1000دلار واریزی در حساب پراپ اپوفایننس داشته باشید و با رعایت کردن درادان کلی 8 درصد و گرفتن سود هدف 18 درصدی، حساب 1000 دلاری خودتان را به عدد 1180 دلار برسانید و در این صورت شما مرحله تک فاز را با موفقیت پاس کردید و میتوانید 1180 دلار خودتان را برداشت کنید. ما برای شما یک اکانت فاند شده ریل 10 هزار دلاری ارسال خواهیم کرد. چنانچه در چالش حساب لایو موفق نشدید و تمایل به تکرار چالش دارید، یک حساب پراپ جدید بسازید و موجودی خود را افزایش داده و به آن ترنسفر کنید. با اولین ترید دوباره چالش شما آغاز ﻣﯽ شود. به طور مثال شما حساب پراپ ۱۰۰۰ دلاری باز کرده بودید و در چالش به ۹۰۰ دلار کاهش پیدا کرد. ۹۰۰ دلار را به کیف پول اپوفایننس خود ترنسفر کرده و موجودی خود را به هزار دلار برسانید. برای شروع دوباره، یک حساب پراپ جدید بسازید و هزار دلار را به آن انتقال دهید تا حساب فعال شود. با اولین ترید چالش شروع ﻣﯽ شود. نکته مهم: از هر چالش پراپ )بالانس ۱۰۰۰ دلاری، بالانس ۵۰۰۰ دلاری، بالانس ۱۰٫۰۰۰ دلاری ( شما مجاز به ساخت ۱ اکانت از هر نوع حساب هستید) چالش در حسابهای لایو، تا ۸ بار به صورت رایگان فراهم شده است.,پراپ-شرح,پراپ,"In the live trader challenge, the trader participates using their own capital and will withdraw their funds at the end with any profit or loss earned. Therefore, no separate fee is charged for this challenge. This is a single-phase challenge.

Live accounts work as follows: for example, to receive a $10,000 funded account, you must deposit $1,000 in your OpoFinance prop account. By respecting the maximum drawdown limit of 8% and achieving the target profit of 18%, you need to grow your $1,000 account to $1,180. Once this is achieved, you have successfully passed the single-phase challenge and can withdraw your $1,180. We will then provide you with a $10,000 funded live account.

If you do not succeed in the live account challenge and wish to repeat it, you can create a new prop account, increase your balance, and transfer it there. With your first trade, the challenge will restart.

For example, if you opened a $1,000 prop account and your balance dropped to $900 during the challenge, transfer the $900 to your OpoFinance wallet and top it up to $1,000. Then create a new prop account and transfer the $1,000 into it to activate the account. With your first trade, the challenge will begin again.

Important note: For each prop challenge (balances of $1,000, $5,000, and $10,000), you are allowed to create only one account of each type. In live accounts, the challenge can be attempted up to 8 times for free.",Prop - Description,"
""في التحدي الحقیقي،  يشارك المتداول بإستخدام رأس ماله الخاص، ويقوم بسحب أمواله في النهاية مع أي ربح أو خسارة تم تحقيقها. لذلك، لا يتم فرض أي رسوم إضافية لهذا التحدي المكون من مرحلة واحدة فقط.
تعمل حسابات التحدي المباشر على هذا النحو : 
على سبيل المثال، للحصول على حساب ممول بقيمة 10,000 دولار، يجب إيداع 1,000 دولار في حساب التحدي المباشر للتداول بالتمويل الخاص بك في أوبو. من خلال الالتزام بحد إنخفاض رأس المال (8٪) (Drawdown) وتحقيق الهدف الربحي (18٪)(Target Profit)، يجب أن ترتفع قيمة حسابك البالغ 1,000 دولار إلى 1,180 دولارًا. بمجرد تحقيق ذلك، تكون قد نجحت في التحدي ذو المرحلة الواحدة ويمكنك سحب كامل الربح المحقق (1,180 دولار). بعد ذلك، سنرسل لك حسابًا حقیقيًا ممولًا بقيمة 10,000 دولار.
إذا لم تنجح في تحدي الحساب الحقیقي ورغبت في إعادة المحاولة، يمكنك إنشاء حساب مماثل جديد، زيادة رصيدك، وتحويله إلى الحساب الجديد. مع أول صفقة تقوم بها، سيبدأ التحدي من جديد.
على سبيل المثال، إذا فتحت حساب تحدي مباشر بقيمة 1,000 دولار وانخفض رصيدك إلى 900 دولار خلال التحدي، قم بتحويل 900 دولار إلى محفظتك الخصة في أوبو وزيادتها إلى 1,000 دولار. ثم قم بإنشاء حساب تحدي مباشر جديد وتحويل 1,000 دولار إليه لتفعيل الحساب. مع أول صفقة، سيبدأ التحدي مرة أخرى.
ملاحظة مهمة: لكل تحدي مباشر (رصيد 1,000 دولار، 5,000 دولار، و10,000 دولار)، يُسمح لك بإنشاء حساب واحد فقط من كل نوع. في الحسابات الحقیقية، يمكن محاولة التحدي حتى 8 مرات مجانًا.""",التحدي المباشر للتداول بالتمويل-وصف,Finalized,Done
"برای اطلاع از شرایط دریافت VPS می توانید به لینک های زیر رجوع کنید :

Persian: https://opofinance.preview-beefreecontent.com/7KIf
English: https://opofinance.preview-beefreecontent.com/ZZGtE",VPS,کانکشن,"For information about VPS eligibility and conditions, you can visit the following link:
https://opofinance.preview-beefreecontent.com/ZZGtE",VPS,"
""للاطلاع على شروط الحصول على VPS، يمكنكم زيارة الرابط التالي:
https://opofinance.preview-beefreecontent.com/ZZGtE",VPS-عربی,Finalized,Done
"اپوترید محصول انحصاری اپوفایننس است که با همکاری تریدینگ ویو بر روی سرورهای متاتریدرر ۵ ایجاد شده است. در این پلتفرم نمودارهای موجود در تریدینگ ویو جهت تحلیل لحظه ای داده ها همراه با ابزارهای پیشرفته تحلیل بازار در دسترس قرار دارد که باعث افزایش سرعت اجرای معاملات می شود.  درواقع شما بدون پرداخت هزینه، می توانید از چارت های تریدینگ ویو با امکاناتی فراتر از نسخه رایگان تریدینگ ویو، استفاده کنید. 
امکاناتی مانند باز کردن چندین نمودار به صورت همزمان، استفاده از ۷۰ اندیکاتور کاربردی، استفاده از صفحات شخصی سازی شده ی خود و همچنین دسترسی به تمام نمادهای معاملاتی از دیگر ویژگی های متمایز موجود در اپوترید است.",اپوترید-مزایا ,اپوترید,"OpoTrade is an exclusive product of OpoFinance, developed in collaboration with TradingView on MetaTrader 5 servers. In this platform, TradingView charts are available for real-time data analysis along with advanced market analysis tools, which enhances the speed of trade execution. In fact, without any additional cost, you can use TradingView charts with features beyond the free version of TradingView.

Other distinctive features of OpoTrade include opening multiple charts simultaneously, using 70 practical indicators, creating personalized pages, and accessing all available trading instruments.",Opotrade - Advantages,"
""OpoTrade هو منتج حصري من opo، تم تطويره بالتعاون مع TradingView على خوادم MetaTrader 5. في هذه المنصة، تتوفر مخططات TradingView لتحليل البيانات في الوقت الفعلي مع أدوات تحليل متقدمة للسوق، مما يزيد من سرعة تنفيذ الصفقات. في الواقع، يمكنك استخدام مخططات TradingView بدون أي رسوم إضافية مع ميزات تتجاوز النسخة المجانية من TradingView.

تشمل الميزات المميزة الأخرى في OpoTrade فتح عدة مخططات في وقت واحد، استخدام 70 مؤشرًا عمليًا، إنشاء صفحات مخصصة، والوصول إلى جميع الأدوات المالية المتاحة للتداول.""",أوبوتريد - المزايا,DONE,Done
شرایط دریافت بونس واریز ۳۵ درصد: ۱.⁠ ⁠احراز هویت خود را تکمیل بفرمایید. ۲.⁠ ⁠شرایط و ضوابط بونس ۳۵ درصد را در پنل کاربری خود تأیید نمایید. (که زمان وارد شدن به پنل کاربری بهتون نمایش داده میشود). ۳. حداقل واریزی جهت دریافت بونس ۲۰۰ دلار است. ۴.⁠ واریزی جدید باید از تاریخ ۵ الی ۱۵ سپتامبر انجام شود و سپس به حساب سوشال ترید منتقل شود اگر موارد بالا را انجام فرموده باشید بونس بصورت کردیت به اکوئیتی حساب معاملاتی سوشال ترید شما اضافه میشود. لطفا به موارد زیر هم توجه داشته باشید: ۱.⁠ ⁠برداشت مبلغ از حساب کاربری و واریز مجدد شامل دریافت بونس نمیشود. ۲.⁠ ⁠انتقال مبلغ از حساب به ولت یا بالعکس شامل دریافت بونس نمی باشد. ۳.⁠ ⁠حداکثر مقدار بونس دریافتی تا ۲۵۰۰ دلار است. ۴.⁠ ⁠بونس قابلیت ضرر ندارد. ۵.⁠ ⁠این بونس به مارجین شما در معاملات کمک می کند. ۶.⁠ ⁠مدت زمان استفاده از بونس پس از دریافت آن یک ماه هست و بعد از آن بونس از حساب حذف میشود. ۷.⁠ ⁠هرگونه برداشت یا انتقال از حسابی که در آن بونس دریافت کرده اید، بونس را از حسابتون حذف میکند.,بونس۳۵درصدسوشال   ,,"Terms for receiving the 35% deposit bonus:

Complete your identity verification (KYC).

Accept and confirm the 35% bonus terms and conditions in your user panel (this will be displayed when you log in).

The minimum deposit required to receive the bonus is $200.

The new deposit must be made between September 5th and September 15th and then transferred to your Social Trading account.

If the above conditions are met, the bonus will be credited to the equity of your Social Trading account.

Additional notes:

Withdrawals and redeposits from the account do not qualify for the bonus.

Transferring funds from the account to the wallet or vice versa does not qualify for the bonus.

The maximum bonus amount is $2,500.

The bonus cannot incur a loss.

The bonus contributes to your margin in trades.

The bonus is valid for one month after receipt and will be removed afterward.

Any withdrawal or transfer from an account where the bonus has been received will remove the bonus from your account.",35% Social Bonus,"
شروط الحصول على بونص الإيداع 35٪:


أكمل عملية توثیق الهوية (KYC).


قبول و تأكيد شروط وأحكام البونص 35٪ في لوحة المستخدم الخاصة بك (سيتم عرضها عند تسجيل الدخول).


الحد الأدنى للإيداع للحصول على البونص هو 200 دولار.


يجب أن يتم الإيداع الجديد في الفترة من 5 إلى 15 سبتمبر ثم تحويله إلى حساب التداول الاجتماعي الخاص بك.


إذا تم استيفاء الشروط أعلاه، سيتم إضافة البونص إلى حقوق الملكية في حساب التداول الاجتماعي الخاص بك.
ملاحظات إضافية:


عمليات السحب والإيداع مرة أخرى من الحساب لا تؤهل للحصول على البونص.


تحويل الأموال من الحساب إلى المحفظة أو العكس لا يؤهل للحصول على البونص.


الحد الأقصى لمقدار البونص هو 2,500 دولار.


البونص لا يمكن أن يتكبد خسارة.


البونص يساعد في الهامش في التداولات.


مدة صلاحية البونص شهر واحد بعد استلامه، وبعدها يتم حذفه من الحساب.


أي عملية سحب أو تحويل من الحساب الذي تم استلام البونص فيه ستؤدي إلى إزالة البونص من حسابك.

",الرصيد الإضافي (البونص) 35% الاجتماعي,Finalized,Done
https://forfx.com/fa/faq/,faq-fx,ّ,https://forfx.com/fa/faq/,FAQ-FX,https://forfx.com/faq/,الأسئلة الشائعة- FORFX,Finalized,Done
شرایط دریافت بونس واریز ۳۰ درصد: ۱.⁠ ⁠احراز هویت خود را تکمیل بفرمایید. ۲.⁠ ⁠شرایط و ضوابط بونس ۳۰ درصد را در پنل کاربری خود تأیید نمایید. (که زمان وارد شدن به پنل کاربری بهتون نمایش داده میشود). ۳. حداقل واریزی جهت دریافت بونس ۱۰۰ دلار است. اگر موارد بالا را انجام فرموده باشید بونس بصورت کردیت به اکوئیتی حساب معاملاتی شما اضافه میشود. لطفا به موارد زیر هم توجه داشته باشید: ۱.⁠ ⁠برداشت مبلغ از حساب کاربری و واریز مجدد شامل دریافت بونس نمیشود. ۲.⁠ ⁠انتقال مبلغ از حساب به ولت یا بالعکس شامل دریافت بونس نمی باشد. ۳.⁠ ⁠حداکثر مقدار بونس دریافتی تا ۲۵۰۰ دلار است. ۴.⁠ ⁠بونس قابلیت ضرر ندارد. ۵.⁠ ⁠این بونس به مارجین شما در معاملات کمک می کند. ۶.⁠ ⁠مدت زمان استفاده از بونس پس از دریافت آن یک ماه هست و بعد از آن بونس از حساب حذف میشود. ۷.⁠ ⁠این بونس شامل حساب های با لوریج بالا و حساب های پراپ نمی شود. ۸.⁠ ⁠هرگونه برداشت یا انتقال از حسابی که در آن بونس دریافت کرده اید، بونس را از حسابتون حذف میکند.,بونس-۳۰درصد,  ,"Terms for receiving the 30% deposit bonus:

Complete your identity verification (KYC).
Accept and confirm the 30% bonus terms and conditions in your user panel (this will be displayed when you log in).
The minimum deposit required to receive the bonus is $100.
If the above conditions are met, the bonus will be credited to the equity of your trading account.

Additional notes:
Withdrawals and redeposits from the account do not qualify for the bonus.
Transferring funds from the account to the wallet or vice versa does not qualify for the bonus.
The maximum bonus amount is $2,500.
The bonus cannot incur a loss.
The bonus contributes to your margin in trades.
The bonus is valid for one month after receipt and will be removed afterward.
The bonus does not apply to high-leverage accounts or prop accounts.
Any withdrawal or transfer from an account where the bonus has been received will remove the bonus from your account.",30% Bonus,"
شروط الحصول على الرصيد الإضافي على الإيداع 30٪:
أكمل عملية توثیق الهوية (KYC).
وافق علی شروط وأحكام الرصيد الإضافي 30٪ في حسابك الخاص (سيتم عرضها عند تسجيل الدخول).
الحد الأدنى للإيداع للحصول على الرصيد الإضافي (البونص) هو 100 دولار.
إذا تم استيفاء الشروط، سيتم إضافة الرصيد الإضافي  في حسابك التداولي بشکل Equity
ملاحظات إضافية:
عمليات السحب والإيداع مرة أخرى من الحساب لا تؤهل للحصول على الرصيد الإضافي.
تحويل الأموال من الحساب إلى المحفظة أو العكس لا يؤهل للحصول على الرصيد الإضافي.
الحد الأقصى لمقدار الرصيد الإضافي هو 2,500 دولار.
لا يتم احتساب أي خسارة من الرصيد الإضافي.
 يساعد الرصيد الإضافي في الهامش في التداولات فقط.
مدة صلاحيته شهر واحد بعد استلامه، وبعدها يتم حذفه من الحساب.
 لا يشمل الحسابات ذات الرافعة المالية العالية  أو حسابات التحدي المباشر (التداول بالتمويل).
أي عملية سحب أو تحويل من الحساب الذي تم استلام الرصيد الإضافي فيه ستؤدي إلى إزالته من حسابك.

",الرصيد الإضافي على الإيداع (البونص) 30%,Finalized,Done
